534,5
535,11
536,12
537,9
538,9
539,7
540,9
541,6
542,5
543,11
544,4
545,8
546,10
547,5
548,6
549,7
550,4
551,4
552,8
553,7
554,5
555,5
556,3
557,8
558,5
559,3
560,0
561,2
562,3
563,1
564,3
565,1
566,0
567,0
568,1
569,1
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,0
580,2
581,0
582,0
583,1
584,1
585,0
586,0
587,2
588,0
589,2
590,0
591,1
592,1
593,1
594,0
595,3
596,0
597,1
598,2
599,1
600,1
601,1
602,1
603,1
604,3
605,0
606,1
607,1
608,0
609,1
610,1
611,2
612,0
613,1
614,3
615,1
616,7
617,6
618,3
619,2
620,0
621,1
622,5
623,5
624,3
625,5
626,6
627,1
628,1
629,3
630,3
631,4
632,6
633,8
634,1
635,5
636,11
637,4
638,4
639,6
640,6
641,3
642,3
643,5
644,4
645,7
646,5
647,1
648,5
649,10
650,4
651,6
652,4
653,5
654,4
655,7
656,4
657,4
658,5
659,3
660,2
661,2
662,1
663,3
664,4
665,1
666,1
667,4
668,7
669,2
670,0
671,0
672,0
673,2
674,0
675,0
676,2
677,0
678,2
679,1
680,0
681,1
682,0
683,0
684,1
685,1
686,0
687,0
688,0
689,1
690,0
691,0
692,1
693,2
694,0
695,0
696,0
697,1
698,0
699,1
700,0
701,0
702,1
703,0
704,0
705,0
706,0
707,0
708,0
709,4
710,0
711,1
712,0
713,1
714,0
715,0
716,0
717,0
718,2
719,2
720,1
721,0
722,4
723,0
724,1
725,1
726,0
727,4
728,4
729,0
730,0
731,3
732,4
733,2
734,0
735,4
736,0
737,3
738,4
739,2
740,5
741,1
742,2
743,2
744,2
745,0
746,5
747,2
748,2
749,5
750,1
751,5
752,4
753,3
754,7
755,2
756,4
757,3
758,5
759,3
760,5
761,3
762,2
763,4
764,4
765,3
766,2
767,2
768,0
769,3
770,5
771,1
772,1
773,1
774,0
775,0
776,2
777,3
778,2
779,2
780,0
781,1
782,1
783,0
784,0
785,0
786,0
787,0
788,1
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
