0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,1
79,0
80,1
81,0
82,0
83,1
84,0
85,0
86,0
87,0
88,1
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,1
98,0
99,0
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,1
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,1
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,1
156,0
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,0
177,1
178,1
179,0
180,2
181,3
182,1
183,2
184,0
185,0
186,0
187,0
188,2
189,3
190,0
191,1
192,0
193,1
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,0
202,0
203,0
204,1
205,1
206,0
207,2
208,0
209,1
210,1
211,1
212,1
213,2
214,2
215,1
216,0
217,2
218,1
219,1
220,5
221,3
222,0
223,0
224,0
225,1
226,1
227,1
228,0
229,1
230,1
231,1
232,2
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,1
253,0
254,0
255,0
256,0
257,0
258,0
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,3
274,2
275,1
276,0
277,0
278,0
279,1
280,4
281,1
282,1
283,1
284,1
285,0
286,0
287,0
288,2
289,4
290,3
291,2
292,1
293,1
294,1
295,1
296,0
297,2
298,3
299,2
300,0
301,2
302,2
303,2
304,1
305,2
306,4
307,1
308,1
309,2
310,2
311,1
312,7
313,3
314,3
315,3
316,3
317,3
318,3
319,2
320,3
321,5
322,3
323,3
324,1
325,3
326,2
327,4
328,2
329,2
330,4
331,6
332,3
333,3
334,2
335,2
336,4
337,4
338,1
339,2
340,3
341,1
342,2
343,0
344,3
345,1
346,1
347,0
348,1
349,1
350,0
351,2
352,1
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,2
371,0
372,0
373,0
374,1
375,0
376,0
377,1
378,1
379,1
380,2
381,1
382,2
383,2
384,4
385,1
386,5
387,1
388,3
389,5
390,2
391,3
392,1
393,2
394,2
395,2
396,1
397,0
398,3
399,7
400,2
401,7
402,3
403,2
404,6
405,2
406,8
407,4
408,6
409,2
410,4
411,3
412,9
413,1
414,5
415,9
416,12
417,4
418,8
419,2
420,7
421,9
422,8
423,6
424,6
425,7
426,8
427,11
428,7
429,9
430,8
431,11
432,8
433,11
434,5
435,7
436,7
437,8
438,9
439,8
440,9
441,5
442,7
443,1
444,9
445,7
446,6
447,6
448,3
449,3
450,2
451,1
452,3
453,3
454,5
455,0
456,2
457,3
458,0
459,0
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,1
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,2
476,0
477,1
478,2
479,0
480,0
481,1
482,0
483,0
484,1
485,2
486,1
487,1
488,0
489,0
490,3
491,2
492,3
493,2
494,1
495,1
496,1
497,0
498,4
499,2
500,3
501,1
502,2
503,2
504,7
505,3
506,0
507,3
508,1
509,1
510,5
511,2
512,2
513,5
514,2
515,4
516,6
517,12
518,9
519,4
520,3
521,8
522,4
523,6
524,4
525,8
526,7
527,11
528,2
529,11
530,8
531,7
532,8
533,6
